business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,rating,reference,scope,types,user_ratings_total,vicinity,permanently_closed
OPERATIONAL,"{'location': {'lat': -5.7345068, 'lng': 106.6015807}, 'viewport': {'northeast': {'lat': -5.733006970107278, 'lng': 106.6029648798927}, 'southwest': {'lat': -5.735706629892722, 'lng': 106.6002652201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,BPBD Seribu,{},"[{'height': 1944, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114848496725921459204"">Noid Ganteng</a>'], 'photo_reference': 'AZose0mbto0YLKlc4WlY799V0HaigbAwETJCmq8zWQJF_7h3jtJgJnDjp-dMI6b9TkeYocXj2jRy0u6vAsaVfyDYe1wkSbVUNQoT2KMLjZ-OgRfYe4m178SVBAcsRUXsgOayR0oH7YsmZPeqmBQaAQ0Ejwfp1gERLvgRYmNIvHzdngxGu5RA', 'width': 2592}]",ChIJS_JoOZ52ai4RXKogFRpQf40,,4.3,ChIJS_JoOZ52ai4RXKogFRpQf40,GOOGLE,"['local_government_office', 'point_of_interest', 'establishment']",3,"7J82+6J4, Panggang Island, Kepulauan Seribu Regency",
OPERATIONAL,"{'location': {'lat': -5.73875, 'lng': 106.6002143}, 'viewport': {'northeast': {'lat': -5.737315420107278, 'lng': 106.6015930298927}, 'southwest': {'lat': -5.740015079892722, 'lng': 106.5988933701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,SAUNG ILMU,{'open_now': True},"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100446244676164748544"">A Google User</a>'], 'photo_reference': 'AZose0mnC53eBoAHdGHOndoxINRefaXdeaO0VaKGDfW9_XPu_GHtZWMdgWmX7r7Vppx5kgLyUtnqqnmUDu1VyX_5UW_xOpt9pS6M709NJEW1iMiNurm01B6di5jpR_8xTeWWMh1gHk0UUa80qbAzi7BHXY1hwUyg1Hzlvzv5gFrefDuR4bIu', 'width': 1920}]",ChIJjU50xGB1ai4RQLjn0HF_m2o,"{'compound_code': '7J62+F3 Panggang Island, Kepulauan Seribu Regency, Jakarta', 'global_code': '6P687J62+F3'}",0.0,ChIJjU50xGB1ai4RQLjn0HF_m2o,GOOGLE,"['point_of_interest', 'establishment']",0,"kel No.10, RT.01/RW.rq 02, Pulau Panggang, Kab. Administrasi Kepulauan Seribu",
OPERATIONAL,"{'location': {'lat': -5.7343807, 'lng': 106.6012155}, 'viewport': {'northeast': {'lat': -5.732925670107278, 'lng': 106.6025755798927}, 'southwest': {'lat': -5.735625329892722, 'lng': 106.5998759201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Kantor Bawaslu Kepulauan Seribu,{},"[{'height': 774, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100428018459884581565"">fiqri seribu</a>'], 'photo_reference': 'AZose0mOIZK536tB-0dxncq7Z-OPj9noBObdTSHgds5ijYFJ9KN-Z7_eHnAW0y3QfTs-3N-OzjC6ZuIYJAw9-G5DLmiItH7FSG4-MbuvGUek1IGmpBn-WRtVGBsAlFGqqv7ApMvSIJNKgNT50OLFZI4OzT-knKbql9nw40vGnKug0eUaPwO3', 'width': 774}]",ChIJp6zxYDt3ai4RpW8ynEDCGv4,,5.0,ChIJp6zxYDt3ai4RpW8ynEDCGv4,GOOGLE,"['point_of_interest', 'establishment']",1,"7J82+6FW Pulau Karya, Pulau Panggang, Kab. Administrasi Kepulauan Seribu",
OPERATIONAL,"{'location': {'lat': -5.7382471, 'lng': 106.6011386}, 'viewport': {'northeast': {'lat': -5.736931020107278, 'lng': 106.6024735798927}, 'southwest': {'lat': -5.739630679892722, 'lng': 106.5997739201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,KIRANI CENTER,{'open_now': True},,ChIJuf_yISF0ai4R3H9dvN57KuM,,0.0,ChIJuf_yISF0ai4R3H9dvN57KuM,GOOGLE,"['point_of_interest', 'store', 'establishment']",0,"7J62+PF2, RT.006/RW.002, Pulau Panggang, Kab. Administrasi Kepulauan Seribu",
OPERATIONAL,"{'location': {'lat': -5.7395571, 'lng': 106.5999223}, 'viewport': {'northeast': {'lat': -5.738185120107278, 'lng': 106.6013076298927}, 'southwest': {'lat': -5.740884779892723, 'lng': 106.5986079701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Rumah Pompa Kebakaran Selatan - Pulau Panggang,{'open_now': True},,ChIJTdq0SyF0ai4RYtqxHoFvYqo,,0.0,ChIJTdq0SyF0ai4RYtqxHoFvYqo,GOOGLE,"['point_of_interest', 'establishment']",0,"7H6X+5XF, Kabupaten Adm., Pulau Panggang, Kab. Administrasi Kepulauan Seribu",
OPERATIONAL,"{'location': {'lat': -5.7348466, 'lng': 106.6022447}, 'viewport': {'northeast': {'lat': -5.733305170107278, 'lng': 106.6036476798927}, 'southwest': {'lat': -5.736004829892722, 'lng': 106.6009480201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Polres Kepulauan Seribu,{'open_now': True},"[{'height': 1066, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114125630053868122837"">Ferry Budidastam</a>'], 'photo_reference': 'AZose0nF39Jz1c_LfS6OY6mNjfHObpIr5Iq32QSFgS-6MBxEo9WPahWekPHNJnoOApgwg5u-iqfG08H0uV-5S2yc2s0Xe1F51zrKNqnsTNf0LcEeOJhGgFKGiCvEtWybBSG8xUijVKZxQC9-0Plz7E6gpBlvWiBWSLMiNEMQkIR7DOu1b359', 'width': 1600}]",ChIJdYxXGZ52ai4RmOIkrV8N5xw,"{'compound_code': '7J82+2W Panggang Island, Kepulauan Seribu Regency, Jakarta', 'global_code': '6P687J82+2W'}",4.1,ChIJdYxXGZ52ai4RmOIkrV8N5xw,GOOGLE,"['police', 'point_of_interest', 'establishment']",10,"Panggang Island, Kepulauan Seribu Regency",
OPERATIONAL,"{'location': {'lat': -5.7381563, 'lng': 106.5992835}, 'viewport': {'northeast': {'lat': -5.736804170107278, 'lng': 106.6006137798927}, 'southwest': {'lat': -5.739503829892722, 'lng': 106.5979141201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Box hydrant no 12,{'open_now': True},,ChIJkURojaB1ai4RmV26FThS9Mk,,0.0,ChIJkURojaB1ai4RmV26FThS9Mk,GOOGLE,"['fire_station', 'point_of_interest', 'establishment']",0,"7H6X+PPM, Panggang Island, Kepulauan Seribu Regency",
OPERATIONAL,"{'location': {'lat': -5.7378735, 'lng': 106.6014505}, 'viewport': {'northeast': {'lat': -5.736540820107278, 'lng': 106.6027809298927}, 'southwest': {'lat': -5.739240479892722, 'lng': 106.6000812701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sadewa Tours,{'open_now': True},,ChIJJ-bHAiF0ai4RhxZLqJwU9zA,"{'compound_code': '7J62+VH Panggang Island, Kepulauan Seribu Regency, Jakarta', 'global_code': '6P687J62+VH'}",3.3,ChIJJ-bHAiF0ai4RhxZLqJwU9zA,GOOGLE,"['point_of_interest', 'establishment']",4,"Sadewa Tours, 14530, Pulau Panggang, Kab. Administrasi Kepulauan Seribu",
OPERATIONAL,"{'location': {'lat': -5.737501, 'lng': 106.6014362}, 'viewport': {'northeast': {'lat': -5.736294270107278, 'lng': 106.6028785298927}, 'southwest': {'lat': -5.738993929892722, 'lng': 106.6001788701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Puskesmas Kelurahan Pulau Panggang,{'open_now': True},"[{'height': 2296, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104472319153320737124"">A Google User</a>'], 'photo_reference': 'AZose0kxy9uZmuVHou_GhUp4sTUe1CIyO_MReX0WWmAz_L0gg4v-KPdOjlVDobyBu7jIsm6mLUEiMhzeDKad7nv45xZFO_3VefgwZtREu4e56odyn70dkT8vSJCAa716kqAik7_OFWvufmyPczJ-u4vr5AeSWcw7CB5vrVVfFyPbS4obnMXR', 'width': 4080}]",ChIJOZOYEIB1ai4R-m96-12sAWU,,5.0,ChIJOZOYEIB1ai4R-m96-12sAWU,GOOGLE,"['health', 'point_of_interest', 'establishment']",1,"7J62+XHF, Panggang Island, Kepulauan Seribu Regency",
OPERATIONAL,"{'location': {'lat': -5.65329, 'lng': 106.5713033}, 'viewport': {'northeast': {'lat': -5.651986020107278, 'lng': 106.5726368298927}, 'southwest': {'lat': -5.654685679892722, 'lng': 106.5699371701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Coconut Island Sub-District Office,{'open_now': True},"[{'height': 2592, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114401781962773066192"">A Google User</a>'], 'photo_reference': 'AZose0nQAAG3lEiFpoqd21HR-MxyiuXc0hUyqaxcYu1Q7GNv2vq2ZSf7aRUczY0jdP3yXnJGvsrxakrmtracI-A_5FKLXN2TphBpRTCpdIJ5iTG1MpKFmkhcW4a4eNrv2OEMwxKWquEjTZxeVE8-QdPCvIR0gL8ZjvkNJSsf_xMcWfDMmngb', 'width': 1944}]",ChIJyzJ3Zih4ai4RAG6O3uN0Xew,,4.2,ChIJyzJ3Zih4ai4RAG6O3uN0Xew,GOOGLE,"['point_of_interest', 'establishment']",9,"8HWC+MGM, Klp, Pulau Klp., Kab. Administrasi Kepulauan Seribu",
OPERATIONAL,"{'location': {'lat': -5.649480400000001, 'lng': 106.5670137}, 'viewport': {'northeast': {'lat': -5.647883200000001, 'lng': 106.5681510298927}, 'southwest': {'lat': -5.654286399999998, 'lng': 106.5654513701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Balai Taman Nasional Kep Seribu Wilayah 1 Kemenhut,{},"[{'height': 3672, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108443030228009758679"">jumnan kuswandana</a>'], 'photo_reference': 'AZose0nVk-KiQWm2Gzi9zPHaIietEh_qPVz44b2Yo5v_nCBfWf2mpjfZCM9Xu56qR4AE9iOOiFtW-FxFP-dXBlZ8TYpdIME7rwwXiboMRii37enX_1aeGhb-OLJF7v3S0yGgHzMZ6xDt52waJ7LuLNKLn5FNWrvlgR5o2LNZyL9gaTLfdVkf', 'width': 4896}]",ChIJSd3VpY95ai4ROfQyrIDm-a8,,5.0,ChIJSd3VpY95ai4ROfQyrIDm-a8,GOOGLE,"['point_of_interest', 'establishment']",1,"9H28+6Q4, Dua, Pulau Klp., Kab. Administrasi Kepulauan Seribu",
OPERATIONAL,"{'location': {'lat': -5.6564341, 'lng': 106.5734957}, 'viewport': {'northeast': {'lat': -5.655138070107277, 'lng': 106.5748541298927}, 'southwest': {'lat': -5.657837729892721, 'lng': 106.5721544701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,North Thousand Island District Office,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102897260319811103284"">brandon dane</a>'], 'photo_reference': 'AZose0mQ7hZQRVihnA7-yGj9QzkqgPVERH2QbZbnILfCKyWS2Vea-fU6qsUXe5mlKynwZ3TbvUZ-m9yQOgqWz7nM9xwDDQHekhzmHAcMUVe8ZgA77UnOY1b7SCCwQWyTCLGQZfoR72IAIsEm1xtq6BAlfh5LcJxlV5F6vUcWpFj6cyFMsK9q', 'width': 4032}]",ChIJ8UqER_B3ai4Rv-LHJMmP6H8,"{'compound_code': '8HVF+C9 Kelapa Island, Kepulauan Seribu Regency, Jakarta', 'global_code': '6P688HVF+C9'}",4.9,ChIJ8UqER_B3ai4Rv-LHJMmP6H8,GOOGLE,"['point_of_interest', 'establishment']",14,"RT.007/RW.004, Kelapa Island, Kepulauan Seribu Regency",
OPERATIONAL,"{'location': {'lat': -5.6533166, 'lng': 106.5673986}, 'viewport': {'northeast': {'lat': -5.651911670107278, 'lng': 106.5687227798927}, 'southwest': {'lat': -5.654611329892722, 'lng': 106.5660231201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,SPALD 1 PULAU KELAPA,{},"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106902280636888804999"">bayoe akbar</a>'], 'photo_reference': 'AZose0n7o9x1Bp9z7S1NppTM8F3-o7Zm36giOev9gHeLdV5olsKJZctGqpWEbx_McX7CIy0CicVWI2GbpsBo3wbI6DIFYz_yGqfv7cX2cZWQAeQH6Ll4vGnb7p1zDow9VhYZTaNQ_44wgFWkWnWaeFrmWJNEyhromFkcoWZfTTfkE-0SUwcQ', 'width': 1080}]",ChIJW09h-y55ai4Rh5oTEmJXMMs,,5.0,ChIJW09h-y55ai4Rh5oTEmJXMMs,GOOGLE,"['point_of_interest', 'establishment']",1,"8HW8+MX, Kelapa Island, Kepulauan Seribu Regency",
OPERATIONAL,"{'location': {'lat': -5.652871, 'lng': 106.5761671}, 'viewport': {'northeast': {'lat': -5.651535920107279, 'lng': 106.5775622798927}, 'southwest': {'lat': -5.654235579892723, 'lng': 106.5748626201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bang Roy,{'open_now': True},"[{'height': 2117, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114510143623321019666"">wildan arbiansyah</a>'], 'photo_reference': 'AZose0mzhNGw6crPRvMTBppzAkPOm5WDULLwnCq68GNT2g79h4aOnsxkc2VvAQzjbRIdYb_t-kWT0RAoZUyGOrWb3bOsi33t8eol_E_QxAMLRRq21H8tSb7NTvZOmsrwxUTPukuzThLQOTMy-I_6R5HeDqjRUaUKE4bZjxSXRee8CSkhAQUy', 'width': 2117}]",ChIJ2xlEKip4ai4RvkHSmyj_2vg,"{'compound_code': '8HWG+VF Harapan Island, Kepulauan Seribu Regency, Jakarta', 'global_code': '6P688HWG+VF'}",5.0,ChIJ2xlEKip4ai4RvkHSmyj_2vg,GOOGLE,"['point_of_interest', 'establishment']",2,"rt03/01, Pulau Harapan, Kab. Administrasi Kepulauan Seribu",
OPERATIONAL,"{'location': {'lat': -5.6495731, 'lng': 106.5669416}, 'viewport': {'northeast': {'lat': -5.648017250000001, 'lng': 106.5681373298927}, 'southwest': {'lat': -5.654240649999999, 'lng': 106.5654376701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Kantor SPTN 1 Pulau Kelapa,{'open_now': True},"[{'height': 2304, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112652280491375055089"">Deden Hermanto</a>'], 'photo_reference': 'AZose0nzp5V_0HWGCjAHiRz8Pt5eR8tBYhkW-RuDXM7oCx2xhrqSEXBis7iXDSivgBd1F232L3TJJh9Azh8Pei0DyntkKXdC5G4-qMU8B4_IHnutTKV5GxL3D_WON6EvurGw37G0rEm58hXE07g89bptjEig8Y3-ZLv8rJxdfZ1vJSaCAE42', 'width': 4096}]",ChIJtYDtgnN5ai4RyapMXOSU6wU,,0.0,ChIJtYDtgnN5ai4RyapMXOSU6wU,GOOGLE,"['point_of_interest', 'establishment']",0,"9H28+5QG, Dua, Pulau Klp., Kab. Administrasi Kepulauan Seribu",
