business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,rating,reference,scope,types,user_ratings_total,vicinity,plus_code
OPERATIONAL,"{'location': {'lat': -6.157970199999999, 'lng': 106.8364005}, 'viewport': {'northeast': {'lat': -6.156596820107278, 'lng': 106.8378434798927}, 'southwest': {'lat': -6.159296479892721, 'lng': 106.8351438201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/school_pinlet,Sekolah Menengah Atas Kristen Karunia,,"[{'height': 2208, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114891810225107095912"">Tevi Supangat</a>'], 'photo_reference': 'AZose0liDMFxLlmrtzk-T7CibF3mYWfEO8OudJ0YgU6iuC2BwkgBnUJQaIZEPffKiIZHCdVL23SfmsoqdqKMrnyOMLk0f-1Zd4waOxprApKRaRClUY8Js5KvFjP9W_D6ZM8LIcNvkCKPMN6t-lDtsh1IVVNrRHqhDhU5tVxveVg3l5sUV4MZ', 'width': 3928}]",ChIJCzkeDsT1aS4RjArHNrLbUT8,5.0,ChIJCzkeDsT1aS4RjArHNrLbUT8,GOOGLE,"['secondary_school', 'school', 'point_of_interest', 'establishment']",11,"Jl. Kartini Raya No.10 A, RT.13/RW.5, Ps. Baru, Kota Jakarta Pusat","{'compound_code': 'RRRP+RH Pasar Baru, Central Jakarta City, Jakarta', 'global_code': '6P58RRRP+RH'}"
OPERATIONAL,"{'location': {'lat': -6.152497299999999, 'lng': 106.8241259}, 'viewport': {'northeast': {'lat': -6.151059770107278, 'lng': 106.8254603798927}, 'southwest': {'lat': -6.153759429892722, 'lng': 106.8227607201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/school_pinlet,Senior High School State 17 of JAKARTA,,"[{'height': 1152, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101241329738922844608"">SMA Negri 17 Jakarta</a>'], 'photo_reference': 'AZose0lSH__EaLOKdTtRPl3RqZ1qonxwCd5tXvefhh-jNaC9CRflDbWltp1TfFNHOJAoiI14Jf7v5cgFObuY4rH5p5RRi_gLJVrosXGkSiwi9BiZxUzwMFKIaiS2eiDNCOxpPmpM2f67ev6pKZhb0YUeIuJ3fcdd8Ghn7Xk__bofEebYU7bB', 'width': 864}]",ChIJq0xay-b1aS4RVVEmB01mglg,4.5,ChIJq0xay-b1aS4RVVEmB01mglg,GOOGLE,"['school', 'point_of_interest', 'establishment']",145,"Jl. Mangga Besar IV I No.27, RW.1, Taman Sari, Kota Jakarta Barat","{'compound_code': 'RRXF+2M Taman Sari, West Jakarta City, Jakarta', 'global_code': '6P58RRXF+2M'}"
OPERATIONAL,"{'location': {'lat': -6.1477876, 'lng': 106.8380848}, 'viewport': {'northeast': {'lat': -6.146418420107278, 'lng': 106.8395012298927}, 'southwest': {'lat': -6.149118079892723, 'lng': 106.8368015701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/school_pinlet,SD SMP SMA Yayasan Triwibawa,,,ChIJcZ-DrO31aS4RyH5xoEmN8Jc,5.0,ChIJcZ-DrO31aS4RyH5xoEmN8Jc,GOOGLE,"['school', 'point_of_interest', 'establishment']",1,"VR2Q+V6P, Jl. Rajawali Selatan I, RT.3/RW.2, Gn. Sahari Utara, Kota Jakarta Pusat",
OPERATIONAL,"{'location': {'lat': -6.1419568, 'lng': 106.8432449}, 'viewport': {'northeast': {'lat': -6.140612120107278, 'lng': 106.8445882298927}, 'southwest': {'lat': -6.143311779892722, 'lng': 106.8418885701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/school_pinlet,High School Santa Maria Della Strada,,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118317164528044524468"">A Google User</a>'], 'photo_reference': 'AZose0ljFv-ncI_frpn5zBQKnntJWf_jzIlb_XML3esffIgFXPOam8R5RqGQM_3LWbp9TLjweBhqmoGScOwm388fyGbzTwrJds-0cNfw3enoBZDqs25thAShSjY2VSX5_a8Ue3fBHs0ewXKbC0uRltPqdsPpXKCk4B04MDBD5xR-dQjit7QG', 'width': 1920}]",ChIJi1375Yz1aS4RuYMwNFxBGq4,4.0,ChIJi1375Yz1aS4RuYMwNFxBGq4,GOOGLE,"['point_of_interest', 'school', 'establishment']",26,"Gg. 7 No.18, RT.8/RW.4, Pademangan Tim., Jkt Utara","{'compound_code': 'VR5V+59 East Pademangan, North Jakarta City, Jakarta', 'global_code': '6P58VR5V+59'}"
OPERATIONAL,"{'location': {'lat': -6.147047499999999, 'lng': 106.8279675}, 'viewport': {'northeast': {'lat': -6.145716470107276, 'lng': 106.8292386798927}, 'southwest': {'lat': -6.14841612989272, 'lng': 106.8265390201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/school_pinlet,SMAS Budi Mulia,,"[{'height': 4624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101849085094133922973"">Lenny Khouw</a>'], 'photo_reference': 'AZose0lQNYYoksAcarZD637Q6isydhVYY4QwWth9cSi7HeTOAaAPUNr4kJaQv-LMKpnGoghy4_CgC3ARQ6U4u1X8Akx20mliuuGqgW7GhMx8hf5dzJHCFSMaJMfuogktxAvhvFE_c-adzUPlBQ63g8RicyIKyssG61yBJw5zYEd7faL8blI', 'width': 2604}]",ChIJKW1BEID1aS4R6Nszj9YAVMM,4.0,ChIJKW1BEID1aS4R6Nszj9YAVMM,GOOGLE,"['secondary_school', 'point_of_interest', 'school', 'establishment']",2,"Jl. Raya Mangga Besar No.135, RW.1, Mangga Dua Sel., Kota Jakarta Pusat","{'compound_code': 'VR3H+56 South Mangga Dua, Central Jakarta City, Jakarta', 'global_code': '6P58VR3H+56'}"
OPERATIONAL,"{'location': {'lat': -6.1464438, 'lng': 106.8269664}, 'viewport': {'northeast': {'lat': -6.145234070107278, 'lng': 106.8280907798927}, 'southwest': {'lat': -6.147933729892721, 'lng': 106.8253911201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/school_pinlet,Sekolah Menengah Atas Negeri 10 Jakarta,,"[{'height': 1152, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108554246780432995163"">SMA Negeri 10</a>'], 'photo_reference': 'AZose0lMbYZFEvQ99meMN96Jy9RhMjkp_AQ0Um-4eQlP4qw3lTYf-CRN2EMGJnHHk2AHKC8YuSIPJm6jdVAEEAGhOjGkvQePgHc3AUBw_ukwSW-64xXVs3pJksPtnwxBoC8Jm0Bfx4BZDui95qTLhBNazNQiHvPj21wPO_sC_qgOKH2XBe6O', 'width': 2048}]",ChIJ73IW8fj1aS4RTk1CpnD1HOQ,4.6,ChIJ73IW8fj1aS4RTk1CpnD1HOQ,GOOGLE,"['school', 'point_of_interest', 'establishment']",87,"Jl. Mangga Besar XIII No.1, RT.6/RW.1, Mangga Dua Sel., Kota Jakarta Pusat","{'compound_code': 'VR3G+CQ South Mangga Dua, Central Jakarta City, Jakarta', 'global_code': '6P58VR3G+CQ'}"
OPERATIONAL,"{'location': {'lat': -6.136048, 'lng': 106.824332}, 'viewport': {'northeast': {'lat': -6.134755720107279, 'lng': 106.8256902298927}, 'southwest': {'lat': -6.137455379892723, 'lng': 106.8229905701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/school_pinlet,S M A,,,ChIJM3IFr_j1aS4RXTQVfEqeNV0,0.0,ChIJM3IFr_j1aS4RXTQVfEqeNV0,GOOGLE,"['school', 'point_of_interest', 'store', 'establishment']",0,"ITC Mangga Dua Lantai 5 Blok A 341, JL Raya Mangga Dua, Pademangan, RT.11/RW.5, Ancol, Jkt Utara",
OPERATIONAL,"{'location': {'lat': -6.1489596, 'lng': 106.8209307}, 'viewport': {'northeast': {'lat': -6.147753220107277, 'lng': 106.8222910798927}, 'southwest': {'lat': -6.150452879892721, 'lng': 106.8195914201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/school_pinlet,St. Leo High School,,"[{'height': 672, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108405127062190272744"">A Google User</a>'], 'photo_reference': 'AZose0m13WcOqAaGVAP2aolRs0LOic_5tH47MORU5flD_PGoO4mDgzuCHmueY0oBotem42bwYM1GruCqZtEWokcLPDcxHvCr0HauiCr-yTCITncbcr7YYcWAlwnjvwBfN8TTnTG_P7I7b3Jq_QerLB4K3AWcbgVDbqsi_2HxfSBP-H02QnWZ', 'width': 1408}]",ChIJ8-fmWAf2aS4RPw7ote1XcgQ,4.5,ChIJ8-fmWAf2aS4RPw7ote1XcgQ,GOOGLE,"['secondary_school', 'school', 'point_of_interest', 'establishment']",32,"Jl. Raya Mangga Besar No.43, RT.1/RW.3, Tangki, Kota Jakarta Barat","{'compound_code': 'VR2C+C9 Tangki, West Jakarta City, Jakarta', 'global_code': '6P58VR2C+C9'}"
OPERATIONAL,"{'location': {'lat': -6.1683868, 'lng': 106.8491186}, 'viewport': {'northeast': {'lat': -6.166963770107277, 'lng': 106.8505108798927}, 'southwest': {'lat': -6.169663429892721, 'lng': 106.8478112201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/school_pinlet,Sekolah Menengah Atas Kartini,{'open_now': True},"[{'height': 407, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109592464582318834893"">Haillnawan Merina</a>'], 'photo_reference': 'AZose0nkqmoMdKsF4yMirFIW4GE8u3Lrxzn7jHQ2dupR46Fi1nw1PVQT2f4ODwJyeZNHLZya5O-FMV67tdQuX_YFetZRhcAM0iPsgzA7NVswgQ8yeyU_Hub1BDkqbdOse9UaI2POojs3F_EEZq3X5MW4uLbcV35VEUwOw62Tu1hfwY79ixnV', 'width': 719}]",ChIJGSRmnqj1aS4RxvGgV-7bcjk,4.0,ChIJGSRmnqj1aS4RxvGgV-7bcjk,GOOGLE,"['secondary_school', 'school', 'point_of_interest', 'establishment']",44,"Jl. Kalibaru Timur V No.1, RT.1/RW.9, Utan Panjang, Kota Jakarta Pusat","{'compound_code': 'RRJX+PM Utan Panjang, Central Jakarta City, Jakarta', 'global_code': '6P58RRJX+PM'}"
OPERATIONAL,"{'location': {'lat': -6.1699136, 'lng': 106.8463466}, 'viewport': {'northeast': {'lat': -6.168685120107278, 'lng': 106.8478195298927}, 'southwest': {'lat': -6.171384779892722, 'lng': 106.8451198701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/school_pinlet,Muhammadiyah 16 Senior High School,,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114269703890670251813"">Leila Aseana</a>'], 'photo_reference': 'AZose0nXjSjpsLgeCIj84I_JWV9d_Qf-b7z-J146fHd9JfMeDI77Sr-SCnlLkTG5Jys6e62fWa3zyU1nlo2lA86JDA9XstlALVMEiODllGQvqu3Po4weVr6V2SfkOwsv3oKCNtobt8qQ4SMs7DfEqpOBbNiIdQX-M3IS9B0uqBhrTHigCD08', 'width': 4160}]",ChIJu_obu7b1aS4RjbtfjQ2c4oU,4.3,ChIJu_obu7b1aS4RjbtfjQ2c4oU,GOOGLE,"['school', 'point_of_interest', 'establishment']",14,"Jl. Kalibaru Barat No.D 52, RT.2/RW.1, Bungur, Kota Jakarta Pusat","{'compound_code': 'RRJW+2G Bungur, Central Jakarta City, Jakarta', 'global_code': '6P58RRJW+2G'}"
OPERATIONAL,"{'location': {'lat': -6.1561771, 'lng': 106.854812}, 'viewport': {'northeast': {'lat': -6.154847370107278, 'lng': 106.8561463798927}, 'southwest': {'lat': -6.157547029892722, 'lng': 106.8534467201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/school_pinlet,Taman Siswa 1 Senior High School,{'open_now': True},"[{'height': 1224, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105625795783291083802"">Icksan Hari Maulana</a>'], 'photo_reference': 'AZose0mMi4ANkEvyFhvxrd9DypMPeN0z5J-1bAuskum8yu7Gj-9_AxFsYZFAEpwVnlBDloaibCkYEYF5pJoK0SA9R142mOvFnNYQ2BLaSI5UVeykTMv-3GK9rEZnimw1cqS61oT6Kys5BGxIbNmi0XpeYwcqWgnaiucnaJtnn3ED5rnOnEnk', 'width': 1632}]",ChIJrcTVnaj1aS4R_sq537iO8bw,4.4,ChIJrcTVnaj1aS4R_sq537iO8bw,GOOGLE,"['school', 'point_of_interest', 'establishment']",16,"12, Jl. Gg. Mht No.26, RT.12/RW.7, Kb. Kosong, Kota Jakarta Pusat","{'compound_code': 'RVV3+FW Kebon Kosong, Central Jakarta City, Jakarta', 'global_code': '6P58RVV3+FW'}"
OPERATIONAL,"{'location': {'lat': -6.157304799999999, 'lng': 106.8571744}, 'viewport': {'northeast': {'lat': -6.155983370107277, 'lng': 106.8584969798927}, 'southwest': {'lat': -6.158683029892721, 'lng': 106.8557973201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/school-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/school_pinlet,SMA Taman Madya 1,{'open_now': True},"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109334053555499408824"">muhammad hadyan azizi wisesa</a>'], 'photo_reference': 'AZose0nXaSTakgJkGhsPIPQlIIIN6jb2ros8Cmj7NDR1XbGEF54ue0AAZno_x1TiwrAoiZeQ_AVg5GTdxXI6_eB5LYSiJuJWnqzllUaooQE8B8mIVuo_oyyBMlbRp_xvm9RQ-KPvW0boywtpC6N-pPzU0qbwAfwwHharjXG1MC7qPXav3NA', 'width': 1280}]",ChIJq2wjUgr1aS4RLHsFH7IPfeQ,4.0,ChIJq2wjUgr1aS4RLHsFH7IPfeQ,GOOGLE,"['secondary_school', 'school', 'point_of_interest', 'establishment']",20,"Jalan Sunter Bendungan Jago No.11, Kemayoran, RT.16/RW.2, Serdang, DKI Jakarta","{'compound_code': 'RVV4+3V Serdang, Central Jakarta City, Jakarta', 'global_code': '6P58RVV4+3V'}"
