business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,rating,reference,scope,types,user_ratings_total,vicinity,plus_code,price_level,permanently_closed
OPERATIONAL,"{'location': {'lat': -6.1660672, 'lng': 106.8086186}, 'viewport': {'northeast': {'lat': -6.164717170107279, 'lng': 106.8099763798927}, 'southwest': {'lat': -6.167416829892723, 'lng': 106.8072767201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Restoran Padang Simpang Raya Hasyim Ashari No. 51 Jakpus,{'open_now': True},"[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107108949202908744188"">Anies Heriyanto</a>'], 'photo_reference': 'AZose0leZNyYM5L15BlkNs5ChHty9RfGSk9tD6HrKA3AKh8bguXQQ8nlHgdeqPXu71ze8I9Abtetg5jXY9TSKAIym6dZFPK0pbVkXi6P3_v889IKQqPvZMGoQ1mp2nWnM_g1ZhMqrfpNgdQQJ2EJVWQhuSlEANqvUYfuk36Ib0Qw9H7xbUke', 'width': 5312}]",ChIJs2neNaD3aS4RnKqhICp2s9U,4.5,ChIJs2neNaD3aS4RnKqhICp2s9U,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",650,"Jl. KH. Hasyim Ashari No.51, RT.1/RW.11, Cideng, Kota Jakarta Pusat","{'compound_code': 'RRM5+HC Cideng, Central Jakarta City, Jakarta', 'global_code': '6P58RRM5+HC'}",,
OPERATIONAL,"{'location': {'lat': -6.1598011, 'lng': 106.8169009}, 'viewport': {'northeast': {'lat': -6.158538570107279, 'lng': 106.8182352798927}, 'southwest': {'lat': -6.161238229892723, 'lng': 106.8155356201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Angke Restaurant - Ketapang,{'open_now': True},"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102445093722744694514"">A Google User</a>'], 'photo_reference': 'AZose0lyhir_nY6Tp29WXqgtDi5foaQwS1khqQBRgi77C9m0jjG31fdcWtLkCgVA2LMZQEG8VcV7G1J4kkTM6JmWw2KrM39HU78miWKqBRg0RhrQUR18g9XpzXnUpp85mEqnnxhQc2JuM-L9EV2R-TNvqD1s_qYZ-vGrQlfPjWYKvDPS2l1o', 'width': 4160}]",ChIJ1Wl3jXX2aS4RpEv0m9j2cjo,4.5,ChIJ1Wl3jXX2aS4RpEv0m9j2cjo,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",6022,"Jl. Kyai Haji Zainul Arifin, RT.4/RW.7, Krukut, Kota Jakarta Barat","{'compound_code': 'RRR8+3Q Krukut, West Jakarta City, Jakarta', 'global_code': '6P58RRR8+3Q'}",3.0,
OPERATIONAL,"{'location': {'lat': -6.1607055, 'lng': 106.8157414}, 'viewport': {'northeast': {'lat': -6.159347920107279, 'lng': 106.8171106298927}, 'southwest': {'lat': -6.162047579892723, 'lng': 106.8144109701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Restoran EKA RIA,{'open_now': True},"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102327064504135285493"">A Google User</a>'], 'photo_reference': 'AZose0mj_ZlWiJPcVANwjbQyP6_pAg-vgoDAwEc6SXHuW2RwWAc-GtN6Ol5PoYqh3QIKsq4iihBtzuXKLvCetBP9_kIfoh80rv3MMQE8OITQhQ_9-DxO4MN6X-IhOBajUaWk7TrkBe3kYdG-LjI9cNEzhRDcTyz4drqcRU6IJNTNy0pKyOgy', 'width': 4000}]",ChIJXTIPYN_1aS4RMfu9SZ5xZLs,4.3,ChIJXTIPYN_1aS4RMfu9SZ5xZLs,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",994,"Jl. Kyai Haji Zainul Arifin No.21A - 23, RT.2/RW.1, Petojo Utara, Kota Jakarta Pusat","{'compound_code': 'RRQ8+P8 North Petojo, Central Jakarta City, Jakarta', 'global_code': '6P58RRQ8+P8'}",2.0,
OPERATIONAL,"{'location': {'lat': -6.1632488, 'lng': 106.8129139}, 'viewport': {'northeast': {'lat': -6.161926870107278, 'lng': 106.8141725298927}, 'southwest': {'lat': -6.164626529892722, 'lng': 106.8114728701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Restoran seafood EMPURAU,{'open_now': True},"[{'height': 4248, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115482560224804626487"">suwarti lim</a>'], 'photo_reference': 'AZose0nI_IwOdp7_9Y8YgcKOU95-dbTEmAmS762K4YRFY_tSQTClJkdrwsT8u2cTESwbX0Dc5qpahCdZihUhCxTVNxnCTPuLphKDwdSnCEpRih6Tkjpxd2j8v95We3K4CasGBkMzribMbhgNHRP_A2g-OumfCCLrEhn89wYIdGsBepT5TQOS', 'width': 5664}]",ChIJlar4k1H3aS4Rd-Dbrl4e3sY,4.6,ChIJlar4k1H3aS4Rd-Dbrl4e3sY,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",629,"Jl. A.M Sangaji No.21A, RW.5, Petojo Utara, Kota Jakarta Pusat","{'compound_code': 'RRP7+P5 North Petojo, Central Jakarta City, Jakarta', 'global_code': '6P58RRP7+P5'}",2.0,
OPERATIONAL,"{'location': {'lat': -6.1630312, 'lng': 106.8114232}, 'viewport': {'northeast': {'lat': -6.161601170107278, 'lng': 106.8127721798927}, 'southwest': {'lat': -6.164300829892722, 'lng': 106.8100725201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Ayam Goreng Petojo,{'open_now': True},"[{'height': 1944, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114451242316309525431"">Ayam Goreng Petojo</a>'], 'photo_reference': 'AZose0mnKEAxJW0qCC87arRrWfOYoNXBcRb-xUnKVJoXwB5t3XjuOpqcwyPz3-uMy26W8pLXvA8OV5k63Lc_fnaqh0lo8cO_7I1Cxc_-56ezXKpnDXfbmR4fbyd9RBejNJ15mbI0jTIY642u6t6cua2Mxx3TQ4JOMBU_GIVVRqKZkWwESRix', 'width': 2896}]",ChIJ17OsN3H2aS4RK-o68PWVsqk,4.2,ChIJ17OsN3H2aS4RK-o68PWVsqk,GOOGLE,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",209,"Jl. Sadar IV No.15A, RT.6/RW.4, Petojo Utara, Kota Jakarta Pusat","{'compound_code': 'RRP6+QH North Petojo, Central Jakarta City, Jakarta', 'global_code': '6P58RRP6+QH'}",2.0,
OPERATIONAL,"{'location': {'lat': -6.1634224, 'lng': 106.8110263}, 'viewport': {'northeast': {'lat': -6.162076870107277, 'lng': 106.8124777798927}, 'southwest': {'lat': -6.164776529892721, 'lng': 106.8097781201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Warung Nasi Ibu Inah Petojo Barat Jakarta pusat,{'open_now': True},"[{'height': 622, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115203286612097018501"">Mochammad Dedi Gunawan</a>'], 'photo_reference': 'AZose0lSJLfVRxIo5SaeV6h9p4NCi5WAts1fdJYKmQm79c3zi_miniKGq6Q4NpUh6M3qFtx4ZNDGVkpJQxAd1AMNuZHKUy6o4caSc-1CZVZ1R7MMpe8h6sssAUkZzCk6c_6MRmHK5QxanrS9ngRnD8uOxtkRwY1YZKEnOsenXJdtf50vhnED', 'width': 933}]",ChIJWc6iL3H2aS4RRa8PmmMU6co,4.3,ChIJWc6iL3H2aS4RRa8PmmMU6co,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",31,"Jl. Petojo Bar. IV No.6, RW.4, North Petojo, Central Jakarta City","{'compound_code': 'RRP6+J9 North Petojo, Central Jakarta City, Jakarta', 'global_code': '6P58RRP6+J9'}",1.0,
OPERATIONAL,"{'location': {'lat': -6.172517999999999, 'lng': 106.8150998}, 'viewport': {'northeast': {'lat': -6.171134970107278, 'lng': 106.8165770298927}, 'southwest': {'lat': -6.173834629892723, 'lng': 106.8138773701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Restoran Roemah Noni,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117054489390609115531"">Ias Naibaho</a>'], 'photo_reference': 'AZose0mb1lx8eZFhoMCBnkFVnm98-FZ80H6oppEi4_pEgKDfdoBgc2JyOcAkoV5yfP9aYpMn1cPZG7JlI_s8CIWXkk0vJeV9rrYPeGQzJLDG2gUgXGCFgYe2gjIvi4_YldlfDLeR9C_5P2ERg78aG31zmId3yissQlyjWXz1NaM_EN3W-avd', 'width': 4032}]",ChIJ95PJJn_2aS4Rp4AahwijhMo,4.5,ChIJ95PJJn_2aS4Rp4AahwijhMo,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",611,"Jl. Kesehatan No.12, RW.6, Gambir, Kota Jakarta Pusat","{'compound_code': 'RRG8+X2 Gambir, Central Jakarta City, Jakarta', 'global_code': '6P58RRG8+X2'}",2.0,
OPERATIONAL,"{'location': {'lat': -6.180943999999999, 'lng': 106.817058}, 'viewport': {'northeast': {'lat': -6.179547970107278, 'lng': 106.8185533798927}, 'southwest': {'lat': -6.182247629892722, 'lng': 106.8158537201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,RM & Restoran Surya (Rumah Makan Surya Abdul Muis),{'open_now': True},"[{'height': 1512, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100100802958433215099"">A Google User</a>'], 'photo_reference': 'AZose0kLkW2ZAoPwPyetps4DUu1rga6y4zHjogyrA_1D63t9JUU9DY2DJC8t4diKapp3gC5uhziQRuyKykx8ow-V31U6XXX65oFMhw8WdFnr_6nPHtvNOprvd7lTruOTPbaOtfFrY9s45MhPVkHFMqr43Zl2prXnvPrlxvAhFO9aQok3HXQs', 'width': 4560}]",ChIJh4HXgyr0aS4RP9s-T_Q__pQ,4.3,ChIJh4HXgyr0aS4RP9s-T_Q__pQ,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",430,"Jl. Abdul Muis No.106, RT./RW:/RW.1, Petojo Sel., Kota Jakarta Pusat","{'compound_code': 'RR98+JR South Petojo, Central Jakarta City, Jakarta', 'global_code': '6P58RR98+JR'}",,
OPERATIONAL,"{'location': {'lat': -6.1734528, 'lng': 106.8196346}, 'viewport': {'northeast': {'lat': -6.172101370107279, 'lng': 106.8209797798927}, 'southwest': {'lat': -6.174801029892723, 'lng': 106.8182801201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Ayam Bakar Mollvcas,{'open_now': True},"[{'height': 1600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111663783727274602075"">Beto Siahaan</a>'], 'photo_reference': 'AZose0nQkYJy72Yi8GbBH2AlaCJuV1kqyU1Ytu3IZJ-zZ9M7KFQXNXrKeWcPeWPPItm3ysjUFCFSstzVuvWxkdJx6721keFG6jr2gTq8XY-Me8sH0zogR1atDAST8lRpDI-YeRaNHsKWFGY3ikfYpHgROg5wQNhhydbI8H4YdFBEH5bZN9-8', 'width': 1200}]",ChIJF1y00aP1aS4R8dN7oUTlhyE,5.0,ChIJF1y00aP1aS4R8dN7oUTlhyE,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",29,"Jl. Kebon Jahe Kober 5 No.18, Petojo Sel., Kota Jakarta Pusat","{'compound_code': 'RRG9+JV South Petojo, Central Jakarta City, Jakarta', 'global_code': '6P58RRG9+JV'}",,
OPERATIONAL,"{'location': {'lat': -6.1736453, 'lng': 106.8195918}, 'viewport': {'northeast': {'lat': -6.172285770107277, 'lng': 106.8209141798927}, 'southwest': {'lat': -6.174985429892721, 'lng': 106.8182145201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Pecel Lele Kak Ika,{'open_now': False},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113138220767733496572"">A Google User</a>'], 'photo_reference': 'AZose0mjRtquFQ7t6z5BEZUc7OpxS2IC4HdqZD8J3Sp0FRU43-F9MgpUwAUYNtAVmmY1nL-i-fazy0EbmvIyHdCDpiNfspEJJurYM71TWytoBXXubbb5OlrqF7-7KYPCDKT9NtR1M-bEsExObjtGdpvCRNJUiZUqcDQI1cK17ywszlmfX2HJ', 'width': 3024}]",ChIJlVosDrH1aS4RA-73A6BqCuk,5.0,ChIJlVosDrH1aS4RA-73A6BqCuk,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",105,"Jl. Kebon Jahe Kober 5 No.31, Petojo Sel., Kota Jakarta Pusat","{'compound_code': 'RRG9+GR South Petojo, Central Jakarta City, Jakarta', 'global_code': '6P58RRG9+GR'}",,
