business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,plus_code,rating,reference,scope,types,user_ratings_total,vicinity,opening_hours,permanently_closed
OPERATIONAL,"{'location': {'lat': -5.803205300000001, 'lng': 106.5237907}, 'viewport': {'northeast': {'lat': -5.801740270107278, 'lng': 106.5252635798927}, 'southwest': {'lat': -5.804439929892722, 'lng': 106.5225639201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Homestay Aboy,,ChIJyeAiWnzfQS4RhTKEeWw5JrU,"{'compound_code': '5GWF+PG Tidung Island, Kepulauan Seribu Regency, Jakarta', 'global_code': '6P685GWF+PG'}",0.0,ChIJyeAiWnzfQS4RhTKEeWw5JrU,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",0,"jalan pantai selatan No.5, RW.1, Pulau Tidung, Kab. Administrasi Kepulauan Seribu",,
OPERATIONAL,"{'location': {'lat': -6.182994799999999, 'lng': 106.8325176}, 'viewport': {'northeast': {'lat': -6.181627020107277, 'lng': 106.8338662298927}, 'southwest': {'lat': -6.184326679892721, 'lng': 106.8311665701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Konko Hostel,"[{'height': 3792, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111284889080561141253"">Candra Sinaga</a>'], 'photo_reference': 'AZose0ngtIioI76eLNK7SjqnJi89Lqp04kdpafHoIUp3JFMWPg82u_tgdPL5c3YtKyUOBX6aMKwsC5XBzC5RmMg9-DZMKJ2jBoLfbu-khu7lieU6544cQrsT9jGIE4iQdGs_tsRfrQWHD7Kb8JZeIVokD4WranLoo5Gkph72L9bVkvoav3db', 'width': 5056}]",ChIJ3XGhoDH0aS4RdVCBvK57YJw,"{'compound_code': 'RR8M+Q2 Kebon Sirih, Central Jakarta City, Jakarta', 'global_code': '6P58RR8M+Q2'}",4.5,ChIJ3XGhoDH0aS4RdVCBvK57YJw,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",573,"Jl. Kebon Sirih Raya No.9J, RT.1/RW.7, Kb. Sirih, Kota Jakarta Pusat",{'open_now': True},
OPERATIONAL,"{'location': {'lat': -6.1824208, 'lng': 106.8249375}, 'viewport': {'northeast': {'lat': -6.181041820107278, 'lng': 106.8261383798927}, 'southwest': {'lat': -6.183741479892721, 'lng': 106.8234387201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Mercure Jakarta Sabang,"[{'height': 657, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105544361888446567352"">Mercure Sabang</a>'], 'photo_reference': 'AZose0kX_Echp6yKuK36JPM2vj2eW7j3mdipyVwXHPH3eKj6wMnyKlu3IH8f2eAVK22l7pZettx5rTU0_FtVysRTZyqTWkAqiboi7K3eK_yUPs56oiO-vJoCWQGXzF-J1uy3QBPF8CLjJPQIOqmEmxf1SxQVBJ6PYUroC38xpF_xy2ScFHQ', 'width': 985}]",ChIJ2dyvvC70aS4R0ICoUoQ3b4Q,"{'compound_code': 'RR9F+2X Gambir, Central Jakarta City, Jakarta', 'global_code': '6P58RR9F+2X'}",4.5,ChIJ2dyvvC70aS4R0ICoUoQ3b4Q,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",5706,"Jl. H. Agus Salim No.11, Gambir, Kota Jakarta Pusat",,
OPERATIONAL,"{'location': {'lat': -6.184043099999999, 'lng': 106.8246769}, 'viewport': {'northeast': {'lat': -6.182676520107277, 'lng': 106.8260906298927}, 'southwest': {'lat': -6.185376179892721, 'lng': 106.8233909701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Ashley Sabang Jakarta,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113374266648532968966"">A Google User</a>'], 'photo_reference': 'AZose0luPE-jUY8k8TJzAsnOcrGEwCkrc6g-41N2WsUE63_WUSyOPZPLzHZAopEcVPbzqyDbPLniQ8WOEyqEe4dCIGGVnvh00gtmUvA7CePKyWsKqWLELIEI3H00oV7bO_j4soWPOsqVzU_Ka71bLcu7XelBUxZKCf6LGYJKl9Uh3eQFc6Qp', 'width': 2121}]",ChIJ7U4DX6b1aS4RugMRCHj9ZuQ,"{'compound_code': 'RR8F+9V Kebon Sirih, Central Jakarta City, Jakarta', 'global_code': '6P58RR8F+9V'}",4.5,ChIJ7U4DX6b1aS4RugMRCHj9ZuQ,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",1351,"Jl. H. Agus Salim No.22 A-B, RT.2/RW.1, Kb. Sirih, Kota Jakarta Pusat",{'open_now': True},
OPERATIONAL,"{'location': {'lat': -6.1834916, 'lng': 106.8210202}, 'viewport': {'northeast': {'lat': -6.182092520107278, 'lng': 106.8223271798927}, 'southwest': {'lat': -6.184792179892722, 'lng': 106.8196275201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,1O1 URBAN Jakarta Thamrin,"[{'height': 2296, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115442034971845651984"">A Google User</a>'], 'photo_reference': 'AZose0nnBZ9dYdZzGdAAxPiQY4SK46XqD26ahJMxVLRpuKGd_8YgIG4chouJdhha4S4WncUiW-sc0KsJLvaBzLEaa5DRClFrysuUx6SHhuJ--zU1bbXzLHESPSIY2nSXXc5wes9rYttEHwHhOO-D4otJhnXR6I_Cy1MgCufqUhVRkq7FeL2p', 'width': 4080}]",ChIJM8KQpyn0aS4RicTR2IZaZcI,"{'compound_code': 'RR8C+JC Kampung Bali, Central Jakarta City, Jakarta', 'global_code': '6P58RR8C+JC'}",4.4,ChIJM8KQpyn0aS4RicTR2IZaZcI,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",5018,"Jl. Taman Kebon Sirih 1 No.3, RT.10/RW.10, Kampung Bali, Central Jakarta City",{'open_now': True},
OPERATIONAL,"{'location': {'lat': -6.1842052, 'lng': 106.8246995}, 'viewport': {'northeast': {'lat': -6.182827970107278, 'lng': 106.8261266298927}, 'southwest': {'lat': -6.185527629892722, 'lng': 106.8234269701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,MaxOne Sabang Jakarta,"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110891626517420127372"">MaxOneHotels.com @ Sabang Jakarta</a>'], 'photo_reference': 'AZose0k4Zuq9BLi17O_2O9y2YDeL5vtT5eLbwH3wVP7Nr5mpZzKH-aizl0Q9Jl0LDfG7VYeeq7y13a49ZI-WZfK5nPsmVMRLAXTF2c8GGvD-nm6K8lOokqXKVKNXqal1F4TCfl4wNvoyzto4fiZI4uYSftaea7ShH1b7Gu1zPROG-3tr0Rqf', 'width': 640}]",ChIJIyhjJC_0aS4Rx9vVrQ8IBcQ,"{'compound_code': 'RR8F+8V Kebon Sirih, Central Jakarta City, Jakarta', 'global_code': '6P58RR8F+8V'}",4.1,ChIJIyhjJC_0aS4Rx9vVrQ8IBcQ,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",2010,"Jl. H. Agus Salim No.24, RT.2/RW.1, Kb. Sirih, Kota Jakarta Pusat",{'open_now': True},
OPERATIONAL,"{'location': {'lat': -6.181642, 'lng': 106.835273}, 'viewport': {'northeast': {'lat': -6.180436670107279, 'lng': 106.8370562798927}, 'southwest': {'lat': -6.183136329892723, 'lng': 106.8343566201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Aryaduta Menteng,"[{'height': 1333, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118067794209477269156"">Hotel Aryaduta Jakarta</a>'], 'photo_reference': 'AZose0klX_Nfnmxkd1i6trX7qyjaYCIAwuDFwPQvLHCoewQ3w846vNFTmOBD8K2vL1k-AvBilAqP24tjXT-mou7j9JOJ9kN6QPx4-wVhOBJpChbZJixU6nQfLJ6qt0S9Asf3H2-N0edBeb81qAVimQtXCrOuSpBfIc2J4W4v16qqz7bDNj90', 'width': 2000}]",ChIJBUcbUTH0aS4R1NA8rbvdUF4,"{'compound_code': 'RR9P+84 Gambir, Central Jakarta City, Jakarta', 'global_code': '6P58RR9P+84'}",4.5,ChIJBUcbUTH0aS4R1NA8rbvdUF4,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",11115,"Jl. Prajurit KKO Usman dan Harun No.44-48, RT.7/RW.1, Gambir, Jakarta",{'open_now': True},
OPERATIONAL,"{'location': {'lat': -6.184633499999999, 'lng': 106.8295659}, 'viewport': {'northeast': {'lat': -6.183252320107278, 'lng': 106.8309259798927}, 'southwest': {'lat': -6.185951979892722, 'lng': 106.8282263201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,RedDoorz @ Jalan Jaksa,"[{'height': 600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118403872218844090602"">A Google User</a>'], 'photo_reference': 'AZose0kFY8ihb8cbs18vSgca70c5rMXv06Uq57gh_s3WJC4izN8-feA_uP_I7LyKRYUDDHBcsXS7d_Ct9TUJ0h-HGfdVv8pSDwDE_Nx2oCAdYRcnVWjVx7Vs0M1bXhi0zT9Ir8O3Svcz9EP4rAqsRaHrGHAJ0_DzrxSboBX-XrL3XXvEICX_', 'width': 900}]",ChIJGZmP_sH1aS4RjDJ_v9y4Rx4,"{'compound_code': 'RR8H+4R Kebon Sirih, Central Jakarta City, Jakarta', 'global_code': '6P58RR8H+4R'}",3.4,ChIJGZmP_sH1aS4RjDJ_v9y4Rx4,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",308,"Jln Jaksa No.15C, Kebon Sirih, Central Jakarta City",,
OPERATIONAL,"{'location': {'lat': -6.170529399999999, 'lng': 106.8188507}, 'viewport': {'northeast': {'lat': -6.169127420107277, 'lng': 106.8202418798927}, 'southwest': {'lat': -6.171827079892721, 'lng': 106.8175422201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,CITI M HOTEL,"[{'height': 1512, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106690898004696531231"">A Google User</a>'], 'photo_reference': 'AZose0msk07X2ogkWWFFSRe_6Q0nJaBD7De6jPUW3x7k2ETY3M-hOvKMIm7ZxMIrFO3wM6jS77iKXx5cpG_CM_N9VNXiuKBShvz6O6Ah_fazOUOM47ZNwH_zjOt9Ni3PtLDXSPUZYrNZdyPss6IJC4XB5xFozffOOq103cM36-1AmHbeQ31P', 'width': 1441}]",ChIJg30vEdb1aS4RBnDzYQOwpgg,"{'compound_code': 'RRH9+QG South Petojo, Central Jakarta City, Jakarta', 'global_code': '6P58RRH9+QG'}",4.2,ChIJg30vEdb1aS4RBnDzYQOwpgg,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",1609,"Jl. Tanah Abang I No.11, Petojo Sel., Kota Jakarta Pusat",{'open_now': True},
OPERATIONAL,"{'location': {'lat': -6.1856125, 'lng': 106.8248905}, 'viewport': {'northeast': {'lat': -6.184253720107277, 'lng': 106.8263291798927}, 'southwest': {'lat': -6.186953379892721, 'lng': 106.8236295201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Ashley Tang Menteng Jakarta,"[{'height': 1668, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109552524061732208433"">A Google User</a>'], 'photo_reference': 'AZose0moVbJSBB36PbFybYiNeIJnLM-meRhtO9D7zGWwCnxiE91VJ1Epy9PsfdAYWLpQG0jdZHZwXjgkGM2ge-kM8RrB2YMNVZbMoScz3_xVQ3yndHYWrJwtbOGYpermO_5bXf1Vd6RGpiFThPrZVY7-fJdG7yCLfP06_LUSboD0UJuzfagd', 'width': 2500}]",ChIJy28uOi_0aS4RCzhfBfOS5F8,"{'compound_code': 'RR7F+QX Kebon Sirih, Central Jakarta City, Jakarta', 'global_code': '6P58RR7F+QX'}",4.8,ChIJy28uOi_0aS4RCzhfBfOS5F8,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",423,"Jalan H Jl. H. Agus Salim No.34-38, Kb. Sirih, Kota Jakarta Pusat",,
OPERATIONAL,"{'location': {'lat': -6.1853884, 'lng': 106.8292811}, 'viewport': {'northeast': {'lat': -6.184027720107278, 'lng': 106.8306005798927}, 'southwest': {'lat': -6.186727379892722, 'lng': 106.8279009201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Dafam Express Jaksa Jakarta,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107194450673842093750"">A Google User</a>'], 'photo_reference': 'AZose0kGwy3NfCz6ldBU8TwAx0ICyS48R4OoL1sYmGgXOMN7fp8p7AT5u8b6PHGU-u-hDSjxpSaci33oV2jC2YXBduJ-0hHGU42zXSQ5b6xr5BXVyWG5MIlnR5aip_WMN3Jwj0m0yhK_tzsNkbEBajMEFIq02PhaCcwx0nFtmWGSvbY79gk', 'width': 1179}]",ChIJ5WVBIcr1aS4RWF8WQ24SQOQ,"{'compound_code': 'RR7H+RP Kebon Sirih, Central Jakarta City, Jakarta', 'global_code': '6P58RR7H+RP'}",4.5,ChIJ5WVBIcr1aS4RWF8WQ24SQOQ,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",663,"Jln Jaksa No.27, Kebon Sirih, Central Jakarta City",{'open_now': True},
OPERATIONAL,"{'location': {'lat': -6.183776000000001, 'lng': 106.829767}, 'viewport': {'northeast': {'lat': -6.182438470107278, 'lng': 106.8310163298927}, 'southwest': {'lat': -6.185138129892722, 'lng': 106.8283166701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Istana Ratu,"[{'height': 4624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110948556122995162532"">Bindutz Atmaja</a>'], 'photo_reference': 'AZose0nVLP45gqHgNYeR6STJ-oLrY0VNdVXaFzo5eeItt4-fsS0CZAU9jMtSQ67U2u7fDDouw_tr-jyKgFDqSKD-4olTkfPYM0980VhtvR0OcfN2-ezp0SI0ZNWaQlGN_9kXd7lx0ustjN0YrY_lcKHK8-Gc_3Ej60y_FCSV670ZnxuXUWn1', 'width': 3472}]",ChIJ-7LB5S_0aS4RF4MtRC1l75Y,"{'compound_code': 'RR8H+FW Kebon Sirih, Central Jakarta City, Jakarta', 'global_code': '6P58RR8H+FW'}",3.6,ChIJ-7LB5S_0aS4RF4MtRC1l75Y,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",477,"Jln Jaksa No.7 - 9, RT.1/RW.5, Kebon Sirih, Central Jakarta City",,
